id,precip_per,periodo,ano,sdagis_pre,fecha_ini,fecha_fin,st_area_sh,st_perimet,geometry
1,459.061807,Anual,2024,1909594.23562722,2024-01-01,2024-12-31,0.00015565463,0.044384531,"MULTIPOLYGON (((-74.06612696699995 4.730254325000033, -74.06744606199999 4.730038199000035, -74.06768877599995 4.730048730000021, -74.06937115099998 4.730254371000058, -74.06967479799994 4.730287037000039, -74.06971983899996 4.73029998100003, -74.07141208499996 4.730957561000025, -74.07280686099995 4.731974955000055, -74.07290787799997 4.732047723000051, -74.07295251899995 4.732099109000046, -74.07413948199996 4.733596969000075, -74.07431977499994 4.733943821000025, -74.07479788799998 4.735434798000028, -74.07492346899994 4.735788528000057, -74.07492813799996 4.735915920000025, -74.07497456699997 4.737633232000064, -74.07464559199997 4.738859586000046, -74.07444291299998 4.739477935000025, -74.07365617299996 4.74082971200005, -74.07320383999996 4.741322633000038, -74.07232751999999 4.742210357000033, -74.07078579999995 4.743113874000073, -74.07073901199993 4.743139459000076, -74.07062791999994 4.74316731600004, -74.06891844599994 4.743665308000061, -74.06829057399995 4.743760309000038, -74.06680881299997 4.743688837000036, -74.06623207299998 4.7436478740000325, -74.06481762799996 4.743167233000065, -74.06445554499999 4.743045473000052, -74.06421501399996 4.742871004000051, -74.06290747699995 4.742046109000057, -74.06217859099996 4.74132247600005, -74.06162352099994 4.740587829000049, -74.06097832699999 4.739477744000055, -74.06070239599995 4.738499106000063, -74.06046925099997 4.737633027000072, -74.06050512699994 4.736424075000059, -74.06051426399995 4.735788324000055, -74.06103812899994 4.7342264840000325, -74.06112327099999 4.73394363400007, -74.06116147299997 4.733875104000049, -74.06152617999999 4.733378445000028, -74.06233774899994 4.732229671000027, -74.06247751099994 4.7320989610000765, -74.06379442299993 4.731071516000043, -74.06534937199996 4.7304244700000595, -74.06550227099996 4.730349849000049, -74.06612696699995 4.730254325000033)))"
