anio,natural_m2,artificial_m2,total_m2,pct_natural,pct_artificial
2004,261764713.59571066,3440107.975347236,265204821.57105792,0.9870284863036491,0.012971513696350755
2020,261764713.59571066,3440107.975347236,265204821.57105792,0.9870284863036491,0.012971513696350755
